"STATION","NAME","DATE","AWND","DAEV","DAPR","DAWM","EVAP","MDEV","MDPR","MDWM","MNPN","MXPN","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDMV","WESD","WESF","WSFG","WT01","WT03","WT04","WT05","WT06","WT11"
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-04-14",,,,,,,,,,,"0.24",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-04-15",,,,,,,,,,,"0.29",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-04-19",,,"    4",,,,"0.18",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-04-20",,,,,,,,,,,"0.90",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-04-21",,,,,,,,,,,"0.31",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-04-22",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-06",,,,,,,,,,,"0.07",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-07",,,,,,,,,,,"0.02",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-08",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-10",,,"    3",,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-11",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-17",,,,,,,,,,,"0.21",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-18",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-05-19",,,,,,,,,,,"1.40",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-02",,,"   14",,,,"3.05",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-03",,,,,,,,,,,"0.12",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-04",,,,,,,,,,,"0.05",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-05",,,,,,,,,,,"0.56",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-06",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-07",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-08",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-09",,,,,,,,,,,"1.05",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-10",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-11",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-12",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-14",,,,,,,,,,,"0.95",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-15",,,,,,,,,,,"0.21",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-16",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-17",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-18",,,,,,,,,,,"0.63",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-19",,,,,,,,,,,"1.15",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-21",,,,,,,,,,,"1.65",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-22",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-23",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-24",,,,,,,,,,,"0.82",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-25",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-26",,,,,,,,,,,"0.80",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-27",,,,,,,,,,,"0.08",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-28",,,,,,,,,,,"2.87",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-29",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-06-30",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-01",,,,,,,,,,,"0.59",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-03",,,,,,,,,,,"0.08",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-04",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-14",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-23",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-24",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-25",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-26",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-27",,,,,,,,,,,"0.38",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-07-28",,,,,,,,,,,"0.76",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-01",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-02",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-03",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-04",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-05",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-06",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-07",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-08",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-09",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-10",,,,,,,,,,,"0.03",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-11",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-12",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-13",,,,,,,,,,,"0.13",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-14",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-15",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-16",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-17",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-18",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-19",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-20",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-21",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-22",,,,,,,,,,,"0.19",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-23",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-24",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-25",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-26",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-27",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-28",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-29",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-09-30",,,,,,,,,,,"2.83",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-01",,,,,,,,,,,"0.11",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-02",,,,,,,,,,,"1.74",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-03",,,,,,,,,,,"1.04",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-04",,,,,,,,,,,"0.11",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-05",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-06",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-07",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-08",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-09",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-10-10",,,,,,,,,,,"0.56",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-23",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-24",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-25",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-26",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-27",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-28",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-29",,,,,,,,,,,"0.18",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-11-30",,,,,,,,,,,"0.02",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-01",,,,,,,,,,,"0.41",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-02",,,,,,,,,,,"0.60",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-03",,,,,,,,,,,"0.14",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-04",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-05",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-06",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-07",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-08",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-09",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-10",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-11",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-12",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-27",,,"   15",,,,"3.17",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-28",,,,,,,,,,,"0.11",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-29",,,,,,,,,,,"0.77",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-30",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2015-12-31",,,,,,,,,,,"0.04",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-01",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-02",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-03",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-04",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-05",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-06",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-07",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-08",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-11",,,"    3",,,,"0.74",,,,,,"0.0",,,,,"0.0",,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-12",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-13",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-14",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-15",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-17",,,"    2",,,,"0.28",,,,,,"0.0",,,,,"0.0",,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-18",,,,,,,,,,,"0.04","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-19",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-20",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-21",,,,,,,,,,,"0.03","0.1",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-22",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-23",,,,,,,,,,,"3.05","17.4",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-24",,,,,,,,,,,"1.96","8.5",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-25",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-26",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-27",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-01-28",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-02",,,,,,,,,,,"0.20","0.0","2.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-03",,,,,,,,,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-04",,,,,,,,,,,"0.63","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-05",,,,,,,,,,,"0.06","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-08",,,,,,,,,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-09",,,,,,,,,,,"0.20","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-10",,,,,,,,,,,"0.04","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-11",,,,,,,,,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-12",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-14",,,,,,,,,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-15",,,,,,,,,,,"0.06","1.0","1.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-16",,,,,,,,,,,"0.41","1.5","1.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-17",,,,,,,,,,,"0.54","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-18",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-19",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-20",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-21",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-22",,,,,,,,,,,"0.05","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-23",,,,,,,,,,,"0.15","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-24",,,,,,,,,,,"0.57","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-25",,,,,,,,,,,"1.67","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-02-26",,,,,,,,,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-01",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-02",,,,,,,,,,,"0.15","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-03",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-04",,,,,,,,,,,"0.11","1.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-14",,,"   10",,,,"0.75",,,,,,"0.0",,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-20",,,"    6",,,,"0.28",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-28",,,"    8",,,,"0.47",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-30",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-03-31",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-04-01",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-04-02",,,,,,,,,,,"0.15",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-04-08",,,,,,,,,,,"0.82",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-04-09",,,,,,,,,,,"0.15",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-04",,,,,,,,,,,"0.11",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-06",,,"    2",,,,"0.20",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-07",,,,,,,,,,,"1.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-08",,,,,,,,,,,"0.06",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-11",,,"    3",,,,"0.10",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-17",,,"    6",,,,"0.40",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-19",,,"    2",,,,"0.34",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-05-31",,,"    2",,,,"0.63",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-04",,,,,,,,,,,"0.13",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-05",,,,,,,,,,,"0.07",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-08",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-15",,,,,,,,,,,"0.02",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-18",,,"    3",,,,"0.53",,,,,,"0.0",,,,,"0.0",,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-19",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-20",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-21",,,,,,,,,,,"0.00","0.0",,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-22",,,,,,,,,,,"1.41",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-23",,,,,,,,,,,"0.28",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-28",,,,,,,,,,,"0.23",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-29",,,,,,,,,,,"1.17",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-06-30",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-07-01",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-07-02",,,,,,,,,,,"0.09",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-07-03",,,,,,,,,,,"0.01",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-07-05",,,"    2",,,,"1.66",,,,,,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-07-09",,,,,,,,,,,"0.15",,,,,,,,,,,,,,,
"US1MDPG0075","GREENBELT 1.6 WNW, MD US","2016-08-03",,,,,,,,,,,"0.00",,,,,,,,,,,,,,,
